city,date,tmax,tmean,tmin,precip
武汉,2022-02-25,12.8,7.6,2.3,0.0
武汉,2022-02-26,16.5,9.7,3.7,0.0
武汉,2022-02-27,17.4,11.4,4.6,0.0
武汉,2022-02-28,14.7,12.0,8.5,3.7
武汉,2022-03-01,15.7,12.0,7.6,0.0
武汉,2022-03-02,17.4,11.4,4.1,0.0
武汉,2022-03-03,20.1,14.3,8.1,3.5
武汉,2022-03-04,22.1,15.8,10.1,0.0
武汉,2022-03-05,22.8,16.9,10.4,0.1
武汉,2022-03-06,15.4,12.6,8.7,6.1
武汉,2022-03-07,16.7,10.7,4.7,0.0
武汉,2022-03-08,20.9,14.1,8.3,0.0
武汉,2022-03-09,22.5,16.0,10.5,0.0
武汉,2022-03-10,24.5,18.2,13.0,0.0
武汉,2022-03-11,26.8,20.0,13.5,0.0
武汉,2022-03-12,27.3,21.9,16.4,1.6
武汉,2022-03-13,27.7,22.4,17.5,1.0
武汉,2022-03-14,24.5,20.8,18.1,4.1
武汉,2022-03-15,27.2,20.9,16.0,0.0
武汉,2022-03-16,26.5,21.5,18.8,28.9
武汉,2022-03-17,19.5,12.5,8.2,14.9
武汉,2022-03-18,12.7,9.8,6.7,0.0
武汉,2022-03-19,15.4,12.0,9.8,2.8
武汉,2022-03-20,9.7,8.3,7.4,23.3
武汉,2022-03-21,8.6,7.7,7.1,39.3
武汉,2022-03-22,8.5,7.3,6.1,7.2
武汉,2022-03-23,12.4,8.2,3.5,0.0
武汉,2022-03-24,19.5,12.3,5.7,35.8
武汉,2022-03-25,16.4,14.1,12.2,16.2
武汉,2022-03-26,15.8,12.4,9.0,0.5
武汉,2022-03-27,19.6,14.5,10.5,0.0
武汉,2022-03-28,20.0,15.0,10.0,0.0
武汉,2022-03-29,21.6,16.4,11.6,0.0
武汉,2022-03-30,20.9,17.3,14.1,10.6
武汉,2022-03-31,16.4,14.7,11.5,17.4
武汉,2022-04-01,16.7,13.1,10.9,0.0
武汉,2022-04-02,19.9,13.9,8.5,0.0
武汉,2022-04-03,20.9,15.2,9.0,0.0
武汉,2022-04-04,20.7,16.6,13.1,0.0
武汉,2022-04-05,21.7,17.5,14.1,0.7
武汉,2022-04-06,24.9,19.3,13.7,0.0
武汉,2022-04-07,26.5,20.4,13.8,0.0
武汉,2022-04-08,29.0,21.4,15.0,0.0
武汉,2022-04-09,29.2,22.2,16.1,0.0
武汉,2022-04-10,29.3,24.1,18.7,0.0
武汉,2022-04-11,30.4,24.8,20.0,0.0
武汉,2022-04-12,27.1,22.5,18.2,8.1
武汉,2022-04-13,20.5,16.0,13.6,56.1
武汉,2022-04-14,17.5,14.3,11.4,0.7
武汉,2022-04-15,15.1,14.1,13.1,3.3
武汉,2022-04-16,16.1,12.9,10.7,1.9
武汉,2022-04-17,16.7,13.3,9.5,0.0
武汉,2022-04-18,21.7,15.7,10.3,0.0
武汉,2022-04-19,23.4,17.8,12.4,0.0
武汉,2022-04-20,22.9,17.2,13.0,1.8
武汉,2022-04-21,26.6,20.1,14.2,0.0
武汉,2022-04-22,27.6,21.0,17.4,25.5
武汉,2022-04-23,27.1,21.9,17.9,0.1
武汉,2022-04-24,29.5,24.0,19.6,9.9
武汉,2022-04-25,27.8,24.0,21.1,41.6
武汉,2022-04-26,27.7,23.3,19.1,0.0
武汉,2022-04-27,27.5,23.8,20.6,0.2
武汉,2022-04-28,21.2,17.2,12.0,30.4
武汉,2022-04-29,18.7,14.9,11.0,0.0
武汉,2022-04-30,16.0,14.8,13.4,2.7
武汉,2022-05-01,20.2,15.9,12.6,0.0
武汉,2022-05-02,24.7,18.2,12.3,0.0
武汉,2022-05-03,26.6,20.5,15.4,0.0
武汉,2022-05-04,28.1,21.7,14.9,0.0
武汉,2022-05-05,29.2,23.0,16.9,0.0
武汉,2022-05-06,31.1,24.4,17.6,0.0
武汉,2022-05-07,29.0,24.2,20.2,0.0
武汉,2022-05-08,27.2,23.5,20.6,0.5
武汉,2022-05-09,25.3,21.2,16.8,1.4
武汉,2022-05-10,22.7,18.4,15.2,1.0
武汉,2022-05-11,22.7,20.2,17.9,0.0
武汉,2022-05-12,24.6,21.3,18.4,0.0
武汉,2022-05-13,24.0,20.4,18.0,2.3
武汉,2022-05-14,21.4,18.0,16.2,5.1
武汉,2022-05-15,21.9,17.8,14.6,1.0
武汉,2022-05-16,24.8,18.9,12.7,0.0
武汉,2022-05-17,26.5,20.7,14.7,0.0
武汉,2022-05-18,23.4,20.1,17.5,3.1
武汉,2022-05-19,19.3,18.3,17.3,10.3
武汉,2022-05-20,23.1,19.5,15.9,0.0
武汉,2022-05-21,25.9,21.0,15.3,0.0
武汉,2022-05-22,25.8,22.1,17.7,0.2
武汉,2022-05-23,27.2,22.5,17.8,0.5
武汉,2022-05-24,29.4,24.5,20.1,0.0
武汉,2022-05-25,29.5,25.3,20.6,1.8
武汉,2022-05-26,27.3,24.2,21.9,19.3
武汉,2022-05-27,27.1,23.9,20.3,5.3
武汉,2022-05-28,23.9,22.6,21.8,14.7
武汉,2022-05-29,30.8,25.9,21.7,0.1
武汉,2022-05-30,31.2,26.8,22.5,0.0
武汉,2022-05-31,30.5,26.1,23.8,11.6
武汉,2022-06-01,28.8,25.3,23.2,10.6
武汉,2022-06-02,30.1,26.6,24.1,2.8
武汉,2022-06-03,29.9,27.0,24.7,1.9
武汉,2022-06-04,29.7,26.6,25.0,21.7
武汉,2022-06-05,30.4,26.6,24.1,2.2
武汉,2022-06-06,32.9,27.4,21.7,0.0
武汉,2022-06-07,33.0,28.4,23.2,0.0
武汉,2022-06-08,32.5,28.0,24.1,0.0
武汉,2022-06-09,31.1,27.8,24.0,0.0
武汉,2022-06-10,30.0,26.8,24.1,3.1
武汉,2022-06-11,28.9,26.1,22.9,0.7
武汉,2022-06-12,27.5,24.4,21.9,7.8
武汉,2022-06-13,28.8,24.5,20.5,0.0
武汉,2022-06-14,31.0,26.2,20.7,0.0
武汉,2022-06-15,32.6,27.7,22.6,0.0
武汉,2022-06-16,33.1,28.6,24.4,0.0
武汉,2022-06-17,31.9,27.7,23.6,0.0
武汉,2022-06-18,30.7,27.2,23.6,1.0
武汉,2022-06-19,28.0,26.2,25.0,16.7
武汉,2022-06-20,31.8,27.7,24.2,1.0
武汉,2022-06-21,31.7,28.2,25.8,2.0
武汉,2022-06-22,31.3,29.0,26.4,3.9
武汉,2022-06-23,32.2,29.0,26.4,31.3
武汉,2022-06-24,30.2,27.6,26.0,51.6
武汉,2022-06-25,33.6,30.0,26.5,0.5
武汉,2022-06-26,33.2,30.9,28.5,0.0
武汉,2022-06-27,33.6,29.6,26.1,11.2
武汉,2022-06-28,33.2,28.9,25.6,19.8
武汉,2022-06-29,34.0,30.1,26.2,0.0
武汉,2022-06-30,33.2,29.9,26.6,0.1
武汉,2022-07-01,33.8,29.9,26.3,0.0
武汉,2022-07-02,32.7,30.1,27.9,0.2
武汉,2022-07-03,31.1,29.3,26.9,0.5
武汉,2022-07-04,30.5,27.5,26.3,8.8
武汉,2022-07-05,28.7,27.0,26.2,36.0
武汉,2022-07-06,32.1,28.5,25.1,0.3
武汉,2022-07-07,32.6,29.1,25.3,6.2
武汉,2022-07-08,31.9,29.4,27.2,1.6
武汉,2022-07-09,34.2,30.8,27.6,0.6
武汉,2022-07-10,35.1,31.7,29.0,0.0
武汉,2022-07-11,35.3,32.1,28.9,0.0
武汉,2022-07-12,35.5,32.4,29.6,0.0
武汉,2022-07-13,35.5,32.1,29.0,0.0
武汉,2022-07-14,36.1,32.2,28.0,0.0
武汉,2022-07-15,35.9,32.3,28.7,0.0
武汉,2022-07-16,35.5,31.7,29.1,3.0
武汉,2022-07-17,31.6,28.7,26.3,22.7
武汉,2022-07-18,33.8,29.7,25.9,0.0
武汉,2022-07-19,32.2,28.5,26.3,25.7
武汉,2022-07-20,28.5,26.9,25.9,43.2
武汉,2022-07-21,32.3,28.3,24.4,35.6
武汉,2022-07-22,34.3,31.3,28.1,0.0
武汉,2022-07-23,30.2,26.6,25.3,0.3
武汉,2022-07-24,32.9,28.2,23.5,0.0
武汉,2022-07-25,35.3,31.4,28.0,0.6
武汉,2022-07-26,32.3,29.2,25.4,23.2
武汉,2022-07-27,36.0,31.3,27.9,0.0
武汉,2022-07-28,30.8,28.7,26.5,4.6
武汉,2022-07-29,32.2,28.3,24.8,0.7
武汉,2022-07-30,32.9,28.5,24.7,0.0
武汉,2022-07-31,32.7,28.7,24.1,0.0
武汉,2022-08-01,34.2,30.0,25.3,0.0
武汉,2022-08-02,35.2,31.4,27.6,0.1
武汉,2022-08-03,35.9,32.3,28.9,0.6
武汉,2022-08-04,34.1,31.7,29.4,3.4
武汉,2022-08-05,36.0,32.6,29.5,0.0
武汉,2022-08-06,35.6,32.2,29.2,0.0
武汉,2022-08-07,36.4,32.5,29.3,0.0
武汉,2022-08-08,37.1,33.2,29.5,0.0
武汉,2022-08-09,37.2,33.2,30.0,0.0
武汉,2022-08-10,36.6,33.0,29.8,0.0
武汉,2022-08-11,36.6,33.0,29.0,0.0
武汉,2022-08-12,37.5,33.2,29.2,0.0
武汉,2022-08-13,37.5,33.4,30.2,0.0
武汉,2022-08-14,38.1,33.2,29.3,0.0
武汉,2022-08-15,37.7,33.6,30.0,0.0
武汉,2022-08-16,36.3,32.4,28.6,0.6
武汉,2022-08-17,36.8,32.6,29.4,0.2
武汉,2022-08-18,38.5,34.2,29.9,0.0
武汉,2022-08-19,38.9,34.6,30.8,0.0
武汉,2022-08-20,37.4,33.5,30.6,0.3
武汉,2022-08-21,37.9,33.8,30.5,0.0
武汉,2022-08-22,37.1,33.4,30.5,0.0
武汉,2022-08-23,36.2,31.6,26.6,0.0
武汉,2022-08-24,32.6,28.8,25.9,0.0
武汉,2022-08-25,34.4,30.2,26.7,0.2
武汉,2022-08-26,35.9,30.5,26.9,0.1
武汉,2022-08-27,33.4,28.5,25.7,12.4
武汉,2022-08-28,32.9,28.2,24.5,6.4
武汉,2022-08-29,29.9,25.5,22.9,2.1
武汉,2022-08-30,26.0,23.4,21.6,0.1
武汉,2022-08-31,25.9,22.6,19.7,0.0
武汉,2022-09-01,27.0,23.7,21.1,0.7
武汉,2022-09-02,29.9,25.4,21.3,0.0
武汉,2022-09-03,29.7,25.5,21.3,0.0
武汉,2022-09-04,29.6,26.1,22.8,0.0
武汉,2022-09-05,33.3,27.2,21.0,0.0
武汉,2022-09-06,34.8,28.2,22.2,0.0
武汉,2022-09-07,34.9,28.5,23.3,0.0
武汉,2022-09-08,34.5,29.2,25.1,0.0
武汉,2022-09-09,33.2,28.3,24.0,0.0
武汉,2022-09-10,32.5,27.8,23.3,0.0
武汉,2022-09-11,32.3,27.7,22.8,0.0
武汉,2022-09-12,32.4,27.6,23.1,0.0
武汉,2022-09-13,31.4,27.1,22.7,0.0
武汉,2022-09-14,31.0,26.7,22.3,0.3
武汉,2022-09-15,30.1,26.0,21.7,0.0
武汉,2022-09-16,32.2,26.8,21.5,0.0
武汉,2022-09-17,33.2,27.5,21.7,0.0
武汉,2022-09-18,32.7,28.1,23.4,0.0
武汉,2022-09-19,33.1,28.3,23.6,0.0
武汉,2022-09-20,29.2,25.0,22.8,0.0
武汉,2022-09-21,22.7,21.2,19.5,0.8
武汉,2022-09-22,25.7,21.1,18.2,0.1
武汉,2022-09-23,26.9,22.4,18.7,0.1
武汉,2022-09-24,26.6,21.8,18.8,0.3
武汉,2022-09-25,24.8,20.4,18.0,0.2
武汉,2022-09-26,27.3,22.0,15.7,0.0
武汉,2022-09-27,30.4,24.7,20.6,0.0
武汉,2022-09-28,25.8,22.7,20.5,0.0
武汉,2022-09-29,29.0,23.9,18.4,0.0
武汉,2022-09-30,32.9,27.4,21.8,0.0
武汉,2022-10-01,36.2,30.6,25.9,0.0
武汉,2022-10-02,36.5,31.7,27.7,0.0
武汉,2022-10-03,37.0,32.1,26.9,0.2
武汉,2022-10-04,25.2,19.4,15.0,9.6
武汉,2022-10-05,15.9,14.3,13.0,4.3
武汉,2022-10-06,13.1,12.4,11.5,17.0
武汉,2022-10-07,15.1,13.1,11.4,3.9
武汉,2022-10-08,15.9,14.5,13.2,8.4
武汉,2022-10-09,19.7,15.5,13.2,0.5
武汉,2022-10-10,18.3,13.4,7.6,0.0
武汉,2022-10-11,19.9,15.1,10.0,0.0
武汉,2022-10-12,20.8,15.2,10.4,0.0
武汉,2022-10-13,22.4,16.9,11.5,0.0
武汉,2022-10-14,23.6,17.8,12.2,0.0
武汉,2022-10-15,24.9,19.2,13.9,0.0
武汉,2022-10-16,26.5,20.9,15.6,0.0
武汉,2022-10-17,24.0,19.7,15.6,0.0
武汉,2022-10-18,21.4,16.4,12.6,0.0
武汉,2022-10-19,21.5,15.5,9.9,0.0
武汉,2022-10-20,23.3,17.6,13.0,0.0
武汉,2022-10-21,25.1,19.5,16.1,2.4
武汉,2022-10-22,27.7,20.0,13.1,0.0
武汉,2022-10-23,26.2,20.3,15.1,0.0
武汉,2022-10-24,25.2,19.9,15.4,0.0
武汉,2022-10-25,21.8,19.6,17.7,0.2
武汉,2022-10-26,18.5,17.4,15.2,0.7
武汉,2022-10-27,19.7,16.4,14.5,0.5
武汉,2022-10-28,19.0,17.0,15.1,1.1
武汉,2022-10-29,22.9,17.6,12.9,1.0
武汉,2022-10-30,21.7,17.8,14.6,2.6
武汉,2022-10-31,22.5,17.6,13.4,0.0
武汉,2022-11-01,23.0,17.9,13.8,0.0
武汉,2022-11-02,22.9,17.5,13.3,0.0
武汉,2022-11-03,23.6,17.4,11.3,0.0
武汉,2022-11-04,21.4,16.4,12.6,0.0
武汉,2022-11-05,20.1,16.0,12.6,0.0
武汉,2022-11-06,21.8,16.2,12.0,0.0
武汉,2022-11-07,23.1,17.0,11.8,0.0
武汉,2022-11-08,24.9,18.5,13.4,0.0
武汉,2022-11-09,26.0,20.2,16.1,0.0
武汉,2022-11-10,28.3,21.9,16.4,0.0
武汉,2022-11-11,23.0,20.8,18.2,5.7
武汉,2022-11-12,20.9,18.2,14.2,0.1
武汉,2022-11-13,13.8,12.0,9.0,1.0
武汉,2022-11-14,12.6,9.8,8.2,0.9
武汉,2022-11-15,15.7,10.9,6.5,0.4
武汉,2022-11-16,16.3,13.3,10.0,1.4
武汉,2022-11-17,17.6,13.5,10.5,0.0
武汉,2022-11-18,16.7,14.5,12.3,3.0
武汉,2022-11-19,18.7,15.3,12.6,0.0
武汉,2022-11-20,19.3,14.3,9.6,0.0
武汉,2022-11-21,18.2,15.4,13.1,11.6
武汉,2022-11-22,17.1,14.9,13.1,2.3
武汉,2022-11-23,17.9,14.1,10.5,2.3
武汉,2022-11-24,18.1,14.5,11.3,2.4
武汉,2022-11-25,20.3,16.4,13.8,0.2
武汉,2022-11-26,19.8,15.3,11.1,0.0
武汉,2022-11-27,21.3,17.3,14.5,0.0
武汉,2022-11-28,17.6,15.1,11.2,34.7
武汉,2022-11-29,11.3,8.4,3.1,15.5
武汉,2022-11-30,3.0,1.9,0.5,1.6
武汉,2022-12-01,3.0,1.2,-0.5,0.0
武汉,2022-12-02,5.8,2.9,-1.0,0.0
武汉,2022-12-03,8.4,5.2,0.7,0.0
武汉,2022-12-04,6.2,4.8,2.5,5.3
武汉,2022-12-05,8.4,4.9,2.5,0.4
武汉,2022-12-06,9.3,5.7,1.4,0.0
武汉,2022-12-07,9.5,7.8,6.4,0.0
武汉,2022-12-08,11.8,9.2,7.0,0.0
武汉,2022-12-09,14.0,8.4,3.8,0.0
武汉,2022-12-10,14.9,8.3,3.6,0.0
武汉,2022-12-11,8.5,4.5,0.9,0.0
武汉,2022-12-12,10.5,4.5,-0.3,0.0
武汉,2022-12-13,12.7,6.2,0.3,0.0
武汉,2022-12-14,10.9,5.9,1.2,0.0
武汉,2022-12-15,11.0,7.1,1.9,0.0
武汉,2022-12-16,8.7,5.5,2.8,0.0
武汉,2022-12-17,5.8,2.5,-0.8,0.0
武汉,2022-12-18,7.6,1.8,-3.5,0.0
武汉,2022-12-19,11.4,4.3,-1.5,0.0
武汉,2022-12-20,9.2,5.2,1.7,0.0
武汉,2022-12-21,14.5,6.4,0.4,0.0
武汉,2022-12-22,8.9,5.3,0.8,0.0
武汉,2022-12-23,10.5,3.8,-1.2,0.0
武汉,2022-12-24,10.9,4.6,-0.2,0.0
武汉,2022-12-25,10.4,5.3,0.3,0.0
武汉,2022-12-26,9.2,5.1,1.9,0.0
武汉,2022-12-27,6.2,4.0,1.3,0.8
武汉,2022-12-28,7.7,4.5,2.3,0.0
武汉,2022-12-29,8.8,3.7,-1.6,0.0
武汉,2022-12-30,10.1,4.5,-0.8,0.0
武汉,2022-12-31,9.6,4.6,0.2,0.0
武汉,2023-01-01,8.6,6.7,4.6,0.7
武汉,2023-01-02,10.9,7.5,5.5,0.0
武汉,2023-01-03,10.7,5.8,0.8,0.0
武汉,2023-01-04,12.3,7.0,2.3,0.0
武汉,2023-01-05,13.0,9.5,7.3,0.0
武汉,2023-01-06,16.4,8.4,2.0,0.0
武汉,2023-01-07,17.6,9.6,3.4,0.0
武汉,2023-01-08,18.9,10.4,4.8,0.0
武汉,2023-01-09,18.2,10.5,5.5,0.0
武汉,2023-01-10,14.0,8.2,4.1,0.0
武汉,2023-01-11,16.0,9.7,5.1,0.0
武汉,2023-01-12,17.4,13.0,9.6,1.2
武汉,2023-01-13,18.6,13.7,8.3,11.7
武汉,2023-01-14,8.0,4.6,-0.1,3.4
武汉,2023-01-15,2.9,0.2,-2.2,2.2
武汉,2023-01-16,4.4,0.6,-4.1,0.0
武汉,2023-01-17,7.5,2.0,-2.5,0.0
武汉,2023-01-18,8.8,3.1,-2.5,0.0
武汉,2023-01-19,12.1,5.9,1.7,0.0
武汉,2023-01-20,12.3,6.1,-0.4,0.0
武汉,2023-01-21,10.0,6.0,2.0,3.4
武汉,2023-01-22,11.9,7.2,4.7,0.1
武汉,2023-01-23,10.1,6.2,3.4,0.0
武汉,2023-01-24,3.9,1.2,-2.4,0.0
武汉,2023-01-25,4.6,0.0,-3.5,0.0
武汉,2023-01-26,9.7,3.0,-2.2,0.0
武汉,2023-01-27,8.0,2.3,-2.8,0.0
武汉,2023-01-28,8.7,3.4,-2.6,0.0
武汉,2023-01-29,12.7,4.0,-2.3,0.0
武汉,2023-01-30,14.9,6.7,-0.3,0.0
武汉,2023-01-31,20.3,9.3,1.6,0.0
武汉,2023-02-01,17.0,10.5,4.9,0.0
武汉,2023-02-02,8.3,5.7,2.5,0.2
武汉,2023-02-03,9.0,4.4,0.0,0.0
武汉,2023-02-04,11.5,6.6,1.2,0.0
武汉,2023-02-05,11.6,8.4,4.3,0.6
武汉,2023-02-06,13.7,9.7,6.7,0.4
武汉,2023-02-07,15.0,10.2,5.2,0.6
武汉,2023-02-08,10.7,9.6,9.0,9.0
武汉,2023-02-09,9.5,7.6,6.0,7.3
武汉,2023-02-10,9.6,7.3,5.3,4.6
武汉,2023-02-11,11.4,8.9,6.3,5.7
武汉,2023-02-12,10.6,8.9,7.3,10.8
武汉,2023-02-13,7.1,5.3,3.4,1.1
武汉,2023-02-14,9.0,4.5,0.9,0.0
武汉,2023-02-15,9.6,4.9,-0.3,0.0
武汉,2023-02-16,10.4,6.7,1.8,0.1
武汉,2023-02-17,13.3,9.2,5.6,0.0
武汉,2023-02-18,13.8,11.1,9.6,1.0
武汉,2023-02-19,15.7,10.3,5.8,0.0
武汉,2023-02-20,16.0,9.1,3.3,0.0
武汉,2023-02-21,11.0,9.2,7.7,0.0
武汉,2023-02-22,7.7,6.3,5.4,0.2
武汉,2023-02-23,6.5,5.6,4.8,2.6
武汉,2023-02-24,13.7,7.0,1.0,0.0
武汉,2023-02-25,13.4,7.7,2.2,0.0
武汉,2023-02-26,12.5,7.4,2.6,0.0
武汉,2023-02-27,15.1,8.5,2.9,0.0
武汉,2023-02-28,17.6,11.8,6.6,0.4
武汉,2023-03-01,19.2,13.3,8.7,0.0
武汉,2023-03-02,17.7,12.4,7.6,0.0
武汉,2023-03-03,19.0,12.8,7.8,0.0
武汉,2023-03-04,21.7,14.1,7.6,0.0
武汉,2023-03-05,23.2,15.2,9.4,0.0
武汉,2023-03-06,24.7,16.9,9.2,0.0
武汉,2023-03-07,20.5,17.0,14.4,2.2
武汉,2023-03-08,23.6,18.1,14.7,1.1
武汉,2023-03-09,24.4,17.7,13.3,0.0
武汉,2023-03-10,23.5,18.1,12.6,0.1
武汉,2023-03-11,22.4,18.7,15.4,3.2
武汉,2023-03-12,17.6,13.9,11.1,0.0
武汉,2023-03-13,18.5,12.3,6.4,0.0
武汉,2023-03-14,24.0,16.8,10.8,0.0
武汉,2023-03-15,24.3,17.9,12.2,0.0
武汉,2023-03-16,18.3,13.1,7.4,13.2
武汉,2023-03-17,10.5,7.9,5.6,8.6
武汉,2023-03-18,10.7,8.7,7.0,7.5
武汉,2023-03-19,12.9,10.2,8.2,3.4
武汉,2023-03-20,12.4,10.6,8.2,7.4
武汉,2023-03-21,14.4,12.0,10.5,1.7
武汉,2023-03-22,18.1,14.2,10.6,2.2
武汉,2023-03-23,18.4,14.6,12.1,3.2
武汉,2023-03-24,13.8,11.7,9.6,2.6
武汉,2023-03-25,13.2,10.4,8.2,0.2
武汉,2023-03-26,16.5,11.9,6.4,0.5
武汉,2023-03-27,18.8,14.0,8.3,0.0
武汉,2023-03-28,17.8,14.5,8.5,0.0
武汉,2023-03-29,18.7,14.9,12.0,1.4
武汉,2023-03-30,21.2,15.9,11.1,0.0
武汉,2023-03-31,21.0,16.8,12.6,0.1
武汉,2023-04-01,24.2,18.7,13.4,0.0
武汉,2023-04-02,25.5,19.9,16.0,14.0
武汉,2023-04-03,22.2,19.8,15.3,83.6
武汉,2023-04-04,15.9,14.2,12.4,12.4
武汉,2023-04-05,18.3,13.6,9.5,0.0
武汉,2023-04-06,17.0,13.8,11.9,2.9
武汉,2023-04-07,20.7,15.3,10.6,0.0
武汉,2023-04-08,20.8,16.2,11.4,0.0
武汉,2023-04-09,23.4,16.9,10.9,0.0
武汉,2023-04-10,26.3,20.1,13.2,0.0
武汉,2023-04-11,26.3,21.3,15.7,0.1
武汉,2023-04-12,26.9,22.3,17.7,1.0
武汉,2023-04-13,25.3,21.5,19.0,37.2
武汉,2023-04-14,26.0,22.0,19.2,10.1
武汉,2023-04-15,25.8,20.1,14.0,0.0
武汉,2023-04-16,28.8,23.3,17.6,0.0
武汉,2023-04-17,32.2,25.6,19.5,0.0
武汉,2023-04-18,26.0,23.3,21.1,12.6
武汉,2023-04-19,28.8,23.5,19.0,0.0
武汉,2023-04-20,29.5,24.9,19.8,3.5
武汉,2023-04-21,27.8,23.3,19.6,0.0
武汉,2023-04-22,19.4,13.8,10.8,25.2
武汉,2023-04-23,12.8,10.9,9.8,13.5
武汉,2023-04-24,15.2,12.6,10.5,1.5
武汉,2023-04-25,19.2,14.1,11.2,0.7
武汉,2023-04-26,21.7,16.0,9.8,0.0
武汉,2023-04-27,22.2,18.0,13.7,0.7
武汉,2023-04-28,24.1,19.8,15.7,1.4
武汉,2023-04-29,21.5,18.2,14.3,0.0
武汉,2023-04-30,24.0,17.5,10.6,0.0
武汉,2023-05-01,27.0,19.9,12.5,0.0
武汉,2023-05-02,28.2,22.3,17.8,1.0
武汉,2023-05-03,28.2,23.3,20.8,66.4
武汉,2023-05-04,27.8,23.6,21.1,21.8
武汉,2023-05-05,27.3,22.9,19.4,4.5
武汉,2023-05-06,20.7,18.4,15.5,6.8
武汉,2023-05-07,23.4,18.5,13.8,0.6
武汉,2023-05-08,24.0,20.0,16.8,0.1
武汉,2023-05-09,24.2,19.5,14.4,0.1
武汉,2023-05-10,18.7,17.6,16.4,8.7
武汉,2023-05-11,22.5,18.6,15.2,0.1
武汉,2023-05-12,26.0,20.6,15.2,0.0
武汉,2023-05-13,27.7,22.5,17.4,0.0
武汉,2023-05-14,29.4,23.8,18.5,0.0
武汉,2023-05-15,30.3,25.4,20.6,0.0
武汉,2023-05-16,26.7,23.3,20.9,37.2
武汉,2023-05-17,26.8,23.3,20.6,4.1
武汉,2023-05-18,29.6,24.7,19.6,0.0
武汉,2023-05-19,30.7,26.4,21.8,0.0
武汉,2023-05-20,30.5,26.4,22.2,20.9
武汉,2023-05-21,28.2,24.0,15.1,6.9
武汉,2023-05-22,21.5,17.5,14.4,4.4
武汉,2023-05-23,22.4,18.8,15.1,9.1
武汉,2023-05-24,23.6,20.1,17.0,1.4
武汉,2023-05-25,27.8,22.6,17.4,0.1
武汉,2023-05-26,26.9,23.9,22.0,31.8
武汉,2023-05-27,31.4,26.5,23.0,11.5
武汉,2023-05-28,33.7,28.4,24.3,1.1
武汉,2023-05-29,31.5,27.0,23.0,1.1
武汉,2023-05-30,29.0,25.4,23.0,27.6
武汉,2023-05-31,28.4,25.1,21.2,0.0
武汉,2023-06-01,30.6,26.5,23.3,0.1
武汉,2023-06-02,31.3,26.3,22.0,0.0
武汉,2023-06-03,28.7,24.4,21.3,0.0
武汉,2023-06-04,28.4,23.9,20.9,1.5
武汉,2023-06-05,21.8,20.3,19.2,5.6
武汉,2023-06-06,26.7,22.4,18.9,1.6
武汉,2023-06-07,29.0,24.9,20.5,0.4
武汉,2023-06-08,31.5,26.8,21.8,3.2
武汉,2023-06-09,33.3,28.4,23.1,0.0
武汉,2023-06-10,34.4,29.6,24.9,0.0
武汉,2023-06-11,33.5,28.9,25.4,0.2
武汉,2023-06-12,30.9,27.9,25.0,0.6
武汉,2023-06-13,28.6,25.0,22.9,6.8
武汉,2023-06-14,31.7,26.7,21.3,0.0
武汉,2023-06-15,31.3,28.2,24.9,0.0
武汉,2023-06-16,28.5,26.5,24.2,3.9
武汉,2023-06-17,28.8,25.0,22.7,31.9
武汉,2023-06-18,30.9,26.7,24.6,55.4
武汉,2023-06-19,29.2,26.0,24.0,23.6
武汉,2023-06-20,31.6,27.7,23.6,0.8
武汉,2023-06-21,32.4,27.7,24.2,7.7
武汉,2023-06-22,28.0,25.9,23.1,4.7
武汉,2023-06-23,26.7,24.1,21.6,0.3
武汉,2023-06-24,28.5,25.3,22.9,1.8
武汉,2023-06-25,28.1,25.1,23.2,4.0
武汉,2023-06-26,31.1,26.8,22.9,0.1
武汉,2023-06-27,32.7,28.8,24.6,0.1
武汉,2023-06-28,33.2,30.0,27.3,0.0
武汉,2023-06-29,33.0,29.3,27.0,1.5
武汉,2023-06-30,30.8,27.3,25.0,31.6
武汉,2023-07-01,32.3,28.5,25.7,15.0
武汉,2023-07-02,34.0,30.4,26.7,1.5
武汉,2023-07-03,34.4,31.5,28.8,0.0
武汉,2023-07-04,30.0,27.4,25.4,0.0
武汉,2023-07-05,32.0,27.5,23.0,0.0
武汉,2023-07-06,33.9,30.9,28.1,0.0
武汉,2023-07-07,32.7,30.1,27.2,48.8
武汉,2023-07-08,31.3,28.8,27.1,44.8
武汉,2023-07-09,32.7,29.1,26.7,5.0
武汉,2023-07-10,34.6,30.9,27.3,0.0
武汉,2023-07-11,34.8,31.7,28.8,0.0
武汉,2023-07-12,34.4,31.8,29.6,0.0
武汉,2023-07-13,35.0,31.7,27.2,3.0
武汉,2023-07-14,28.8,27.1,25.0,5.8
武汉,2023-07-15,30.8,27.8,24.8,0.0
武汉,2023-07-16,30.1,27.7,25.6,0.4
武汉,2023-07-17,31.3,27.1,24.5,0.7
武汉,2023-07-18,31.6,28.3,25.0,0.2
武汉,2023-07-19,29.7,28.1,26.6,10.1
武汉,2023-07-20,31.4,28.0,26.2,16.0
武汉,2023-07-21,32.8,28.3,26.0,34.2
武汉,2023-07-22,32.8,28.7,26.0,0.4
武汉,2023-07-23,33.2,29.6,26.1,0.3
武汉,2023-07-24,34.0,30.5,27.2,0.0
武汉,2023-07-25,31.3,28.7,26.4,5.6
